"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Canadian and foreign direct investment","Countries or regions","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112085849","1.18.5.1","10388","","","","0"
"2017","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112085850","1.18.5.2","3324","","","","0"
"2017","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112085851","1.18.5.3","167","","","","0"
"2017","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112085852","1.18.5.4","3364","","","","0"
"2017","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112085853","1.18.5.5","3533","","","","0"
"2017","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112085854","1.18.5.6","","..","","","0"
"2017","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112085855","1.18.6.1","4259","","","","0"
"2017","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112085856","1.18.6.2","355","","","","0"
"2017","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Foreign direct investment in Canada - Net debt","Other America","Dollars","81","millions","6","v112085857","1.18.6.3","19","","","","0"
"2017","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Foreign direct investment in Canada - Net debt","Asia and Oceania","Dollars","81","millions","6","v112085858","1.18.6.4","32","","","","0"
"2017","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Foreign direct investment in Canada - Net debt","Europe","Dollars","81","millions","6","v112085859","1.18.6.5","3853","","","","0"
"2017","Canada","2016A000011124","Support activities for mining and oil and gas extraction [213]","Foreign direct investment in Canada - Net debt","Other countries","Dollars","81","millions","6","v112085860","1.18.6.6","","..","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661208","1.19.1.1","38042","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661209","1.19.1.2","25779","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661210","1.19.1.3","6303","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661211","1.19.1.4","193","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661212","1.19.1.5","5766","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661213","1.19.1.6","","..","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Equity","Total, all countries","Dollars","81","millions","6","v112085861","1.19.3.1","37317","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Equity","United States","Dollars","81","millions","6","v112085862","1.19.3.2","25173","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Equity","Other America","Dollars","81","millions","6","v112085863","1.19.3.3","6295","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Equity","Asia and Oceania","Dollars","81","millions","6","v112085864","1.19.3.4","442","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Equity","Europe","Dollars","81","millions","6","v112085865","1.19.3.5","5407","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Equity","Other countries","Dollars","81","millions","6","v112085866","1.19.3.6","","..","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Net debt","Total, all countries","Dollars","81","millions","6","v112085867","1.19.4.1","725","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Net debt","United States","Dollars","81","millions","6","v112085868","1.19.4.2","606","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Net debt","Other America","Dollars","81","millions","6","v112085869","1.19.4.3","8","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Net debt","Asia and Oceania","Dollars","81","millions","6","v112085870","1.19.4.4","-249","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Net debt","Europe","Dollars","81","millions","6","v112085871","1.19.4.5","359","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Canadian direct investment abroad - Net debt","Other countries","Dollars","81","millions","6","v112085872","1.19.4.6","","..","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661214","1.19.2.1","1510","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661215","1.19.2.2","440","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v112085873","1.19.2.3","","..","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661216","1.19.2.4","","..","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661217","1.19.2.5","1070","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v112085874","1.19.2.6","","..","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112085875","1.19.5.1","1730","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112085876","1.19.5.2","413","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112085877","1.19.5.3","","..","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112085878","1.19.5.4","","..","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112085879","1.19.5.5","1318","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112085880","1.19.5.6","","..","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112085881","1.19.6.1","-221","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112085882","1.19.6.2","27","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Net debt","Other America","Dollars","81","millions","6","v112085883","1.19.6.3","","..","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Net debt","Asia and Oceania","Dollars","81","millions","6","v112085884","1.19.6.4","","..","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Net debt","Europe","Dollars","81","millions","6","v112085885","1.19.6.5","-248","","","","0"
"2017","Canada","2016A000011124","Utilities [22]","Foreign direct investment in Canada - Net debt","Other countries","Dollars","81","millions","6","v112085886","1.19.6.6","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661218","1.20.1.1","2218","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661219","1.20.1.2","2206","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661220","1.20.1.3","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661221","1.20.1.4","11","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661222","1.20.1.5","1","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661223","1.20.1.6","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Equity","Total, all countries","Dollars","81","millions","6","v112085887","1.20.3.1","1790","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Equity","United States","Dollars","81","millions","6","v112085888","1.20.3.2","1778","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Equity","Other America","Dollars","81","millions","6","v112085889","1.20.3.3","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Equity","Asia and Oceania","Dollars","81","millions","6","v112085890","1.20.3.4","10","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Equity","Europe","Dollars","81","millions","6","v112085891","1.20.3.5","1","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Equity","Other countries","Dollars","81","millions","6","v112085892","1.20.3.6","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Net debt","Total, all countries","Dollars","81","millions","6","v112085893","1.20.4.1","428","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Net debt","United States","Dollars","81","millions","6","v112085894","1.20.4.2","428","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Net debt","Other America","Dollars","81","millions","6","v112085895","1.20.4.3","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Net debt","Asia and Oceania","Dollars","81","millions","6","v112085896","1.20.4.4","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Net debt","Europe","Dollars","81","millions","6","v112085897","1.20.4.5","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Canadian direct investment abroad - Net debt","Other countries","Dollars","81","millions","6","v112085898","1.20.4.6","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661224","1.20.2.1","3566","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661225","1.20.2.2","1719","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661226","1.20.2.3","18","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661227","1.20.2.4","12","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661228","1.20.2.5","1817","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661229","1.20.2.6","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112085899","1.20.5.1","2664","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112085900","1.20.5.2","885","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112085901","1.20.5.3","18","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112085902","1.20.5.4","12","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112085903","1.20.5.5","1749","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112085904","1.20.5.6","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112085905","1.20.6.1","901","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112085906","1.20.6.2","834","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Net debt","Other America","Dollars","81","millions","6","v112085907","1.20.6.3","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Net debt","Asia and Oceania","Dollars","81","millions","6","v112085908","1.20.6.4","","..","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Net debt","Europe","Dollars","81","millions","6","v112085909","1.20.6.5","68","","","","0"
"2017","Canada","2016A000011124","Construction [23]","Foreign direct investment in Canada - Net debt","Other countries","Dollars","81","millions","6","v112085910","1.20.6.6","","..","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v20143880","1.3.1.1","93444","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661324","1.3.1.2","52553","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661325","1.3.1.3","5697","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661326","1.3.1.4","7231","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661327","1.3.1.5","27631","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661328","1.3.1.6","333","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Equity","Total, all countries","Dollars","81","millions","6","v112085911","1.3.3.1","78818","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Equity","United States","Dollars","81","millions","6","v112085912","1.3.3.2","44034","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Equity","Other America","Dollars","81","millions","6","v112085913","1.3.3.3","5307","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Equity","Asia and Oceania","Dollars","81","millions","6","v112085914","1.3.3.4","7161","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Equity","Europe","Dollars","81","millions","6","v112085915","1.3.3.5","22068","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Equity","Other countries","Dollars","81","millions","6","v112085916","1.3.3.6","247","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Net debt","Total, all countries","Dollars","81","millions","6","v112085917","1.3.4.1","14626","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Net debt","United States","Dollars","81","millions","6","v112085918","1.3.4.2","8518","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Net debt","Other America","Dollars","81","millions","6","v112085919","1.3.4.3","390","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Net debt","Asia and Oceania","Dollars","81","millions","6","v112085920","1.3.4.4","69","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Net debt","Europe","Dollars","81","millions","6","v112085921","1.3.4.5","5563","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Canadian direct investment abroad - Net debt","Other countries","Dollars","81","millions","6","v112085922","1.3.4.6","85","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v20143881","1.3.2.1","184915","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661329","1.3.2.2","85048","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661330","1.3.2.3","12238","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661331","1.3.2.4","10972","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661332","1.3.2.5","71255","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661333","1.3.2.6","5400","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112085923","1.3.5.1","159842","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112085924","1.3.5.2","70699","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112085925","1.3.5.3","15727","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112085926","1.3.5.4","10334","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112085927","1.3.5.5","57682","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112085928","1.3.5.6","5401","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112085929","1.3.6.1","25073","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112085930","1.3.6.2","14349","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Net debt","Other America","Dollars","81","millions","6","v112085931","1.3.6.3","-3488","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Net debt","Asia and Oceania","Dollars","81","millions","6","v112085932","1.3.6.4","638","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Net debt","Europe","Dollars","81","millions","6","v112085933","1.3.6.5","13574","","","","0"
"2017","Canada","2016A000011124","Manufacturing [31-33]","Foreign direct investment in Canada - Net debt","Other countries","Dollars","81","millions","6","v112085934","1.3.6.6","","..","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661230","1.21.1.1","11018","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661231","1.21.1.2","6666","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661232","1.21.1.3","906","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661233","1.21.1.4","1965","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661234","1.21.1.5","1479","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661235","1.21.1.6","","..","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Equity","Total, all countries","Dollars","81","millions","6","v112085935","1.21.3.1","9634","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Equity","United States","Dollars","81","millions","6","v112085936","1.21.3.2","5349","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Equity","Other America","Dollars","81","millions","6","v112085937","1.21.3.3","884","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Equity","Asia and Oceania","Dollars","81","millions","6","v112085938","1.21.3.4","1915","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Equity","Europe","Dollars","81","millions","6","v112085939","1.21.3.5","1486","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Equity","Other countries","Dollars","81","millions","6","v112085940","1.21.3.6","","..","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Net debt","Total, all countries","Dollars","81","millions","6","v112085941","1.21.4.1","1384","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Net debt","United States","Dollars","81","millions","6","v112085942","1.21.4.2","1318","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Net debt","Other America","Dollars","81","millions","6","v112085943","1.21.4.3","22","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Net debt","Asia and Oceania","Dollars","81","millions","6","v112085944","1.21.4.4","50","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Net debt","Europe","Dollars","81","millions","6","v112085945","1.21.4.5","-7","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Canadian direct investment abroad - Net debt","Other countries","Dollars","81","millions","6","v112085946","1.21.4.6","","..","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661236","1.21.2.1","20586","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Total Book Value","United States","Dollars","81","millions","6","v41661237","1.21.2.2","6705","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Total Book Value","Other America","Dollars","81","millions","6","v41661238","1.21.2.3","2212","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661239","1.21.2.4","222","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Total Book Value","Europe","Dollars","81","millions","6","v41661240","1.21.2.5","11447","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Total Book Value","Other countries","Dollars","81","millions","6","v41661241","1.21.2.6","","..","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Equity","Total, all countries","Dollars","81","millions","6","v112085947","1.21.5.1","17182","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Equity","United States","Dollars","81","millions","6","v112085948","1.21.5.2","4964","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Equity","Other America","Dollars","81","millions","6","v112085949","1.21.5.3","1394","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Equity","Asia and Oceania","Dollars","81","millions","6","v112085950","1.21.5.4","194","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Equity","Europe","Dollars","81","millions","6","v112085951","1.21.5.5","10630","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Equity","Other countries","Dollars","81","millions","6","v112085952","1.21.5.6","","..","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Net debt","Total, all countries","Dollars","81","millions","6","v112085953","1.21.6.1","3404","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Net debt","United States","Dollars","81","millions","6","v112085954","1.21.6.2","1741","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Net debt","Other America","Dollars","81","millions","6","v112085955","1.21.6.3","818","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Net debt","Asia and Oceania","Dollars","81","millions","6","v112085956","1.21.6.4","28","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Net debt","Europe","Dollars","81","millions","6","v112085957","1.21.6.5","817","","","","0"
"2017","Canada","2016A000011124","Food manufacturing [311]","Foreign direct investment in Canada - Net debt","Other countries","Dollars","81","millions","6","v112085958","1.21.6.6","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Total Book Value","Total, all countries","Dollars","81","millions","6","v41661242","1.22.1.1","6425","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Total Book Value","United States","Dollars","81","millions","6","v41661243","1.22.1.2","67","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Total Book Value","Other America","Dollars","81","millions","6","v41661244","1.22.1.3","3","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Total Book Value","Asia and Oceania","Dollars","81","millions","6","v41661245","1.22.1.4","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Total Book Value","Europe","Dollars","81","millions","6","v41661246","1.22.1.5","6355","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Total Book Value","Other countries","Dollars","81","millions","6","v41661247","1.22.1.6","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Equity","Total, all countries","Dollars","81","millions","6","v112085959","1.22.3.1","5717","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Equity","United States","Dollars","81","millions","6","v112085960","1.22.3.2","67","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Equity","Other America","Dollars","81","millions","6","v112085961","1.22.3.3","3","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Equity","Asia and Oceania","Dollars","81","millions","6","v112085962","1.22.3.4","","..","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Equity","Europe","Dollars","81","millions","6","v112085963","1.22.3.5","5647","","","","0"
"2017","Canada","2016A000011124","Beverage and tobacco product manufacturing [312]","Canadian direct investment abroad - Equity","Other countries","Dollars","81","millions","6","v112085964","1.22.3.6","","..","","","0"
